brokered_by,status,price,bed,bath,acre_lot,street,city,state,zip_code,house_size,prev_sold_date,city_state
57595.0,ready_to_build,427990.0,2.0,,,112710.0,Eastampton,New Jersey,8060.0,1728.0,,"Eastampton, NJ"
57595.0,ready_to_build,441990.0,3.0,,,112710.0,Eastampton,New Jersey,8060.0,1846.0,,"Eastampton, NJ"
25932.0,ready_to_build,377490.0,2.0,,,6372.0,Delanco,New Jersey,8075.0,1748.0,,"Delanco, NJ"
25932.0,ready_to_build,707990.0,4.0,,,342084.0,Medford,New Jersey,8055.0,2628.0,,"Medford, NJ"
25932.0,ready_to_build,709990.0,5.0,,,342084.0,Medford,New Jersey,8055.0,3112.0,,"Medford, NJ"
25932.0,ready_to_build,396490.0,3.0,,,6372.0,Delanco,New Jersey,8075.0,1958.0,,"Delanco, NJ"
25932.0,ready_to_build,,4.0,,,342084.0,Medford,New Jersey,8055.0,2244.0,,"Medford, NJ"
25932.0,ready_to_build,726490.0,4.0,,,342084.0,Medford,New Jersey,8055.0,3233.0,,"Medford, NJ"
25932.0,ready_to_build,,3.0,,,9779.0,Mount Laurel,New Jersey,8054.0,2224.0,,"Mount Laurel, NJ"
25932.0,ready_to_build,,3.0,,,9779.0,Mount Laurel,New Jersey,8054.0,2270.0,,"Mount Laurel, NJ"
25932.0,ready_to_build,471490.0,4.0,,,264677.0,Medford,New Jersey,8055.0,2313.0,,"Medford, NJ"
57595.0,ready_to_build,388990.0,3.0,,,112710.0,Eastampton,New Jersey,8060.0,2111.0,,"Eastampton, NJ"
57595.0,ready_to_build,388990.0,3.0,,,112710.0,Eastampton,New Jersey,8060.0,2108.0,,"Eastampton, NJ"
25932.0,ready_to_build,360990.0,3.0,,,610259.0,Burlington,New Jersey,8016.0,1500.0,,"Burlington, NJ"
25932.0,ready_to_build,506990.0,3.0,,,695464.0,Medford,New Jersey,8055.0,2471.0,,"Medford, NJ"
25932.0,ready_to_build,,2.0,,,1214434.0,Moorestown,New Jersey,8057.0,1748.0,,"Moorestown, NJ"
25932.0,ready_to_build,,2.0,,,1214434.0,Moorestown,New Jersey,8057.0,1865.0,,"Moorestown, NJ"
25932.0,ready_to_build,,3.0,,,1214434.0,Moorestown,New Jersey,8057.0,1958.0,,"Moorestown, NJ"
25932.0,ready_to_build,,3.0,,,1214434.0,Moorestown,New Jersey,8057.0,1905.0,,"Moorestown, NJ"
25932.0,ready_to_build,,3.0,,,21287.0,Sicklerville,New Jersey,8081.0,1500.0,,"Sicklerville, NJ"
90905.0,ready_to_build,545000.0,3.0,,,726403.0,Hamilton,New Jersey,8690.0,2491.0,,"Hamilton, NJ"
90905.0,ready_to_build,535000.0,3.0,,,726403.0,Hamilton,New Jersey,8690.0,2471.0,,"Hamilton, NJ"
90905.0,ready_to_build,485000.0,3.0,,,726403.0,Hamilton,New Jersey,8690.0,2466.0,,"Hamilton, NJ"
90905.0,ready_to_build,475000.0,3.0,,,726403.0,Hamilton,New Jersey,8690.0,2420.0,,"Hamilton, NJ"
25932.0,ready_to_build,,3.0,,,1909663.0,Mount Holly,New Jersey,8060.0,2208.0,,"Mount Holly, NJ"
25932.0,ready_to_build,939990.0,3.0,,,1921123.0,Medford,New Jersey,8055.0,3242.0,,"Medford, NJ"
89790.0,ready_to_build,785900.0,4.0,,,642485.0,Voorhees Township,New Jersey,8043.0,3100.0,,"Voorhees Township, NJ"
57595.0,ready_to_build,424990.0,3.0,,,264092.0,Bensalem,Pennsylvania,19020.0,2109.0,,"Bensalem, PA"
57595.0,ready_to_build,615990.0,2.0,,,1047203.0,Branchburg,New Jersey,8876.0,1900.0,,"Branchburg, NJ"
25932.0,ready_to_build,,3.0,,,595593.0,Manahawkin,New Jersey,8050.0,2015.0,,"Manahawkin, NJ"
57595.0,ready_to_build,454990.0,2.0,,,1446981.0,Barnegat Township,New Jersey,8005.0,1728.0,,"Barnegat Township, NJ"
25932.0,ready_to_build,,4.0,,,595593.0,Manahawkin,New Jersey,8050.0,2244.0,,"Manahawkin, NJ"
25932.0,ready_to_build,,4.0,,,595593.0,Manahawkin,New Jersey,8050.0,2628.0,,"Manahawkin, NJ"
25932.0,ready_to_build,407490.0,3.0,,,1336026.0,Manahawkin,New Jersey,8050.0,2224.0,,"Manahawkin, NJ"
25932.0,ready_to_build,,5.0,,,595593.0,Manahawkin,New Jersey,8050.0,3112.0,,"Manahawkin, NJ"
25932.0,ready_to_build,484990.0,3.0,,,695464.0,Medford,New Jersey,8055.0,2270.0,,"Medford, NJ"
25932.0,ready_to_build,366490.0,4.0,,,1179188.0,Hamilton Township,New Jersey,8330.0,1497.0,,"Hamilton Township, NJ"
25932.0,ready_to_build,381490.0,4.0,,,1179188.0,Hamilton Township,New Jersey,8330.0,1906.0,,"Hamilton Township, NJ"
51266.0,ready_to_build,491990.0,4.0,,,1794667.0,Little Egg Harbor,New Jersey,8087.0,1759.0,,"Little Egg Harbor, NJ"
51266.0,ready_to_build,513990.0,4.0,,,1794667.0,Little Egg Harbor,New Jersey,8087.0,2081.0,,"Little Egg Harbor, NJ"
51266.0,ready_to_build,530990.0,5.0,,,1794667.0,Little Egg Harbor,New Jersey,8087.0,2486.0,,"Little Egg Harbor, NJ"
87762.0,ready_to_build,609990.0,4.0,,,149081.0,Cheltenham,Pennsylvania,19012.0,3154.0,,"Cheltenham, PA"
87762.0,ready_to_build,444990.0,3.0,,,1663256.0,Cheltenham,Pennsylvania,19012.0,2569.0,,"Cheltenham, PA"
87762.0,ready_to_build,684990.0,5.0,,,149081.0,Cheltenham,Pennsylvania,19012.0,4701.0,,"Cheltenham, PA"
87762.0,ready_to_build,649990.0,4.0,,,149081.0,Cheltenham,Pennsylvania,19012.0,3978.0,,"Cheltenham, PA"
87762.0,ready_to_build,589990.0,4.0,,,149081.0,Cheltenham,Pennsylvania,19012.0,2737.0,,"Cheltenham, PA"
54293.0,ready_to_build,1215735.0,4.0,,,35537.0,Newtown Square,Pennsylvania,19073.0,3616.0,,"Newtown Square, PA"
54293.0,ready_to_build,1216735.0,4.0,,,35537.0,Newtown Square,Pennsylvania,19073.0,3616.0,,"Newtown Square, PA"
54293.0,ready_to_build,1219236.0,4.0,,,35537.0,Newtown Square,Pennsylvania,19073.0,3624.0,,"Newtown Square, PA"
54293.0,ready_to_build,1205235.0,4.0,,,35537.0,Newtown Square,Pennsylvania,19073.0,3599.0,,"Newtown Square, PA"
54293.0,ready_to_build,1199736.0,4.0,,,35537.0,Newtown Square,Pennsylvania,19073.0,3633.0,,"Newtown Square, PA"
54293.0,ready_to_build,1206735.0,4.0,,,35537.0,Newtown Square,Pennsylvania,19073.0,3658.0,,"Newtown Square, PA"
54293.0,ready_to_build,1185735.0,4.0,,,35537.0,Newtown Square,Pennsylvania,19073.0,2787.0,,"Newtown Square, PA"
54293.0,ready_to_build,1185235.0,4.0,,,35537.0,Newtown Square,Pennsylvania,19073.0,2787.0,,"Newtown Square, PA"
54293.0,ready_to_build,1210235.0,4.0,,,35537.0,Newtown Square,Pennsylvania,19073.0,3211.0,,"Newtown Square, PA"
54293.0,ready_to_build,1203236.0,4.0,,,35537.0,Newtown Square,Pennsylvania,19073.0,3200.0,,"Newtown Square, PA"
54293.0,ready_to_build,1204236.0,4.0,,,35537.0,Newtown Square,Pennsylvania,19073.0,3200.0,,"Newtown Square, PA"
54293.0,ready_to_build,1190236.0,4.0,,,35537.0,Newtown Square,Pennsylvania,19073.0,3200.0,,"Newtown Square, PA"
54293.0,ready_to_build,1210235.0,4.0,,,35537.0,Newtown Square,Pennsylvania,19073.0,3624.0,,"Newtown Square, PA"
54293.0,ready_to_build,1210235.0,4.0,,,35537.0,Newtown Square,Pennsylvania,19073.0,3647.0,,"Newtown Square, PA"
54293.0,ready_to_build,1209736.0,4.0,,,35537.0,Newtown Square,Pennsylvania,19073.0,3647.0,,"Newtown Square, PA"
54293.0,ready_to_build,1208736.0,4.0,,,35537.0,Newtown Square,Pennsylvania,19073.0,3658.0,,"Newtown Square, PA"
54293.0,ready_to_build,1268235.0,4.0,,,35537.0,Newtown Square,Pennsylvania,19073.0,4145.0,,"Newtown Square, PA"
54293.0,ready_to_build,1264735.0,4.0,,,35537.0,Newtown Square,Pennsylvania,19073.0,4145.0,,"Newtown Square, PA"
54293.0,ready_to_build,1266235.0,4.0,,,35537.0,Newtown Square,Pennsylvania,19073.0,4145.0,,"Newtown Square, PA"
